REPORT START/STOP
Start Time,27/05/2021,11:44:24
End Time,27/05/2021,14:08:27

Program,R454C_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
27/05/2021;11:49:01,?,7.018126,?,38.074104,400,400.077271,25,30.173782
27/05/2021;11:49:02,?,7.010589,?,38.074104,400,400.077271,25,30.173782
27/05/2021;11:49:03,?,7.005268,?,38.10511,400,400.08194,25,30.182365
27/05/2021;11:49:04,?,6.999844,?,38.127258,400,400.08847,25,30.184305
27/05/2021;11:49:05,?,6.994631,?,38.165134,400,400.067322,25,30.184633
27/05/2021;11:49:06,?,6.990642,?,38.200348,400,400.027069,25,30.184168
27/05/2021;11:49:07,?,6.987873,?,38.221687,400,400.016693,25,30.179823
27/05/2021;11:49:08,?,6.987873,?,38.233204,400,400.044342,25,30.185469
27/05/2021;11:49:09,?,6.980139,?,38.238396,400,400.041443,25,30.199951
27/05/2021;11:49:10,?,6.976546,?,38.267395,400,400.103058,25,30.200083
27/05/2021;11:49:11,?,6.970394,?,38.284027,400,400.105591,25,30.190098
27/05/2021;11:49:12,?,6.960736,?,38.297543,400,400.097595,25,30.182137
27/05/2021;11:49:13,?,6.956837,?,38.281578,400,400.124969,25,30.173874
27/05/2021;11:49:14,?,6.949234,?,38.281578,400,400.124969,25,30.173874
27/05/2021;11:49:15,?,6.943128,?,38.267006,400,400.151703,25,30.175451
27/05/2021;11:49:16,?,6.93933,?,38.250317,400,400.111633,25,30.175314
27/05/2021;11:49:17,?,6.933602,?,38.22757,400,400.143555,25,30.18148
27/05/2021;11:49:18,?,6.927249,?,38.206146,400,400.151001,25,30.198912
27/05/2021;11:49:19,?,6.927249,?,38.194748,400,400.0979,25,30.209513
27/05/2021;11:49:20,?,6.922669,?,38.195244,400,400.105377,25,30.216196
