REPORT START/STOP
Start Time,19/05/2021,12:59:50
End Time,19/05/2021,14:54:29

Program,R454C_pi_4.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
19/05/2021;13:03:58,6.19735,3.964426,20.703976,20.311947,8.149693,5.187321,77.071968
19/05/2021;13:03:59,6.1732,3.96733,20.7402,20.300644,8.149693,5.187321,77.071968
19/05/2021;13:04:00,6.146017,3.96969,20.780975,20.289595,8.087812,5.20988,77.088936
19/05/2021;13:04:01,6.118484,3.97326,20.822275,20.277935,8.025337,5.224766,77.105492
19/05/2021;13:04:02,6.094334,3.976907,20.8585,20.265762,7.955723,5.233636,77.112564
19/05/2021;13:04:03,6.070066,3.982487,20.894899,20.256289,7.89414,5.251053,77.119736
19/05/2021;13:04:04,6.045567,3.986282,20.93165,20.245291,7.816195,5.274472,77.13237
19/05/2021;13:04:05,6.021417,3.989452,20.967875,20.235037,7.754613,5.293065,77.139282
19/05/2021;13:04:06,5.99715,3.994152,21.004274,20.222206,7.677262,5.309595,77.137596
19/05/2021;13:04:07,5.969733,3.998421,21.045401,20.210835,7.62282,5.326288,77.118744
19/05/2021;13:04:08,5.945467,4.000917,21.0818,20.198633,7.56094,5.340163,77.086052
19/05/2021;13:04:09,5.9212,4.004423,21.1182,20.187256,7.491325,5.352927,77.042953
19/05/2021;13:04:10,5.896817,4.007604,21.154776,20.175383,7.491325,5.352927,77.042953
19/05/2021;13:04:11,5.87255,4.011602,21.191175,20.162691,7.429148,5.364189,76.995346
19/05/2021;13:04:12,5.87255,4.011602,21.191175,20.162691,7.367268,5.375388,76.922989
