REPORT START/STOP
Start Time,08/06/2021,08:16:59
End Time,08/06/2021,10:24:29

Program,R290_pi_5.5
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_2
Date;Time,R1.P7.Setpoint_value,R1.P7.Process_value,R2.t7.Setpoint_value,R2.t7.Process_value,R2.Voltage.Setpoint_value,R2.Voltage.Process_value,R2.TAmb.Setpoint_value,R2.TAmb.Process_value
08/06/2021;08:20:30,?,4.647326,?,11.823852,400,399.9599,25,25.703201
08/06/2021;08:20:31,?,4.650078,?,11.893715,400,399.969299,25,25.694527
08/06/2021;08:20:32,?,4.6518,?,11.93993,400,399.949371,25,25.685646
08/06/2021;08:20:33,?,4.651944,?,11.994392,400,399.952911,25,25.679703
08/06/2021;08:20:34,?,4.651617,?,12.034602,400,399.890625,25,25.679813
08/06/2021;08:20:35,?,4.652341,?,12.08619,400,399.939911,25,25.681887
08/06/2021;08:20:36,?,4.65195,?,12.08619,400,399.939911,25,25.681887
08/06/2021;08:20:37,?,4.651299,?,12.116887,400,399.944519,25,25.692095
08/06/2021;08:20:38,?,4.649985,?,12.155943,400,399.971466,25,25.688044
08/06/2021;08:20:39,?,4.649613,?,12.209382,400,399.940582,25,25.675343
08/06/2021;08:20:40,?,4.649482,?,12.267351,400,399.918457,25,25.660828
08/06/2021;08:20:41,?,4.649482,?,12.32063,400,399.895386,25,25.645767
08/06/2021;08:20:42,?,4.649972,?,12.361601,400,399.90509,25,25.641396
08/06/2021;08:20:43,?,4.649826,?,12.405284,400,399.931946,25,25.633423
08/06/2021;08:20:44,?,4.651739,?,12.430271,400,399.939941,25,25.61767
08/06/2021;08:20:45,?,4.650463,?,12.453476,400,399.901672,25,25.606073
08/06/2021;08:20:46,?,4.651721,?,12.494976,400,399.95108,25,25.601276
08/06/2021;08:20:47,?,4.654155,?,12.5347,400,399.989532,25,25.599802
08/06/2021;08:20:48,?,4.653653,?,12.572559,400,399.920654,25,25.597925
08/06/2021;08:20:49,?,4.655104,?,12.572559,400,399.920654,25,25.597925
08/06/2021;08:20:50,?,4.655104,?,12.591395,400,399.95755,25,25.590969
08/06/2021;08:20:51,?,4.654749,?,12.631021,400,400.027893,25,25.587502
08/06/2021;08:20:52,?,4.656136,?,12.682369,400,400.012878,25,25.577507
08/06/2021;08:20:53,?,4.657238,?,12.749594,400,400.01416,25,25.566542
08/06/2021;08:20:54,?,4.657869,?,12.804483,400,399.912903,25,25.552683
08/06/2021;08:20:55,?,4.660841,?,12.834141,400,399.856781,25,25.54645
08/06/2021;08:20:56,?,4.66194,?,12.868481,400,399.698517,25,25.535595
08/06/2021;08:20:57,?,4.662759,?,12.917274,400,399.786804,25,25.53141
08/06/2021;08:20:58,?,4.663688,?,12.947578,400,399.900055,25,25.535191
08/06/2021;08:20:59,?,4.664843,?,12.979162,400,399.951294,25,25.524696
08/06/2021;08:21:00,?,4.665938,?,13.000108,400,399.925751,25,25.509871
08/06/2021;08:21:01,?,4.667194,?,13.000108,400,399.925751,25,25.509871
08/06/2021;08:21:02,?,4.667194,?,13.012032,400,399.879395,25,25.495863
08/06/2021;08:21:03,?,4.669622,?,13.039498,400,399.818237,25,25.496386
08/06/2021;08:21:04,?,4.671553,?,13.067854,400,399.831573,25,25.501564
