REPORT START/STOP
Start Time,26/01/2021,14:59:42
End Time,26/01/2021,16:51:39

Program,R410A_wiederholgenaui
Batch,Jumo,,,,,,,,,,,,,,
Product,HE,,,,,,,,,,,,,,

REPORT DESCRIPTION

RECORDED VALUES : FR_1
Date;Time,R1.P1.Setpoint_value,R1.P1.Process_value,R1.P2.Setpoint_value,R1.P2.Process_value,R2.t1.Setpoint_value,R2.t1.Process_value,R2.t2.Process_value
26/01/2021;15:03:21,5.062933,4.695453,20.937067,25.57539,-6.006942,1.109129,90.850822
26/01/2021;15:03:22,5.062933,4.695453,20.937067,25.57539,-6.059095,1.125972,90.768646
26/01/2021;15:03:23,5.049133,4.696929,20.950867,25.557564,-6.117766,1.142965,90.708809
26/01/2021;15:03:24,5.0334,4.696843,20.9666,25.540302,-6.163651,1.162135,90.757027
26/01/2021;15:03:25,5.021267,4.695255,20.978733,25.522968,-6.215803,1.173417,90.877716
26/01/2021;15:03:26,5.005733,4.696906,20.994267,25.501684,-6.280994,1.172652,90.950409
26/01/2021;15:03:27,4.991734,4.698763,21.008266,25.484486,-6.326878,1.157433,90.96357
26/01/2021;15:03:28,4.977867,4.697724,21.022133,25.465986,-6.3858,1.162933,90.945114
26/01/2021;15:03:29,4.964067,4.698707,21.035933,25.447174,-6.444221,1.16969,90.924599
26/01/2021;15:03:30,4.950067,4.699348,21.049932,25.428305,-6.490106,1.17195,90.904068
26/01/2021;15:03:31,4.934533,4.702248,21.065466,25.408318,-6.542258,1.166876,90.866798
26/01/2021;15:03:32,4.920667,4.701563,21.079332,25.388113,-6.542258,1.166876,90.866798
26/01/2021;15:03:33,4.906734,4.704002,21.093267,25.370331,-6.600929,1.155452,90.788094
26/01/2021;15:03:34,4.891133,4.707216,21.108866,25.352764,-6.653333,1.148353,90.740425
26/01/2021;15:03:35,4.877267,4.710552,21.122734,25.337234,-6.705485,1.150424,90.696693
26/01/2021;15:03:36,4.863333,4.714626,21.136667,25.321115,-6.757638,1.145287,90.651505
26/01/2021;15:03:37,4.849467,4.716454,21.150534,25.304302,-6.810041,1.133773,90.684875
26/01/2021;15:03:38,4.849467,4.716454,21.150534,25.304302,-6.868713,1.122649,90.777176
26/01/2021;15:03:39,4.833867,4.719231,21.166134,25.286648,-6.914346,1.112552,90.825401
26/01/2021;15:03:40,4.819933,4.727192,21.180067,25.269997,-6.980039,1.083633,90.85672
26/01/2021;15:03:41,4.806,4.743927,21.194,25.257347,-7.025421,1.066154,90.860298
26/01/2021;15:03:42,4.790467,4.765987,21.209534,25.249289,-7.078326,1.053759,90.8563
26/01/2021;15:03:43,4.778267,4.791083,21.221733,25.244175,-7.136747,1.046252,90.8666
26/01/2021;15:03:44,4.762667,4.825133,21.237333,25.244167,-7.188649,1.030407,90.867027
26/01/2021;15:03:45,4.750533,4.862295,21.249466,25.248484,-7.188649,1.030407,90.867027
26/01/2021;15:03:46,4.733133,4.913931,21.266867,25.264742,-7.254341,1.012451,90.807861
26/01/2021;15:03:47,4.719267,4.965026,21.280733,25.282505,-7.306493,1.001815,90.78447
